word,index,occurance
Agriculture,4294,19
nice,4295,19
4.4,4296,19
spin,4297,19
Statistics,4298,19
solutions,4299,19
railroad,4300,19
informed,4301,19
ignoring,4302,19
incentive,4303,19
strikes,4304,19
installed,4305,19
separately,4306,19
essential,4307,19
Utah,4308,19
weakening,4309,19
Dollar,4310,19
expenditures,4311,19
introduction,4312,19
electrical,4313,19
diversified,4314,19
pointed,4315,19
easing,4316,19
LDP,4317,19
Foundation,4318,19
located,4319,19
Resolution,4320,19
sole,4321,19
entry,4322,19
tool,4323,19
Buick,4324,19
withdrawal,4325,19
implications,4326,19
Sullivan,4327,19
Equity,4328,19
employs,4329,19
4.8,4330,19
lifted,4331,19
arguments,4332,19
Circuit,4333,19
Mason,4334,19
supplier,4335,19
HDTV,4336,19
page,4337,19
Coleman,4338,19
adjustment,4339,19
honor,4340,19
killing,4341,19
train,4342,19
averaged,4343,19
aftermath,4344,19
failures,4345,19
DES,4346,19
polls,4347,19
repeated,4348,19
Rubicam,4349,19
Franklin,4350,19
walk,4351,19
picked,4352,19
contest,4353,19
Deloitte,4354,19
involves,4355,19
supporting,4356,19
Beverly,4357,19
strip,4358,19
Chief,4359,19
Earnings,4360,19
bonuses,4361,18
era,4362,18
violated,4363,18
franchisees,4364,18
strongest,4365,18
encouraging,4366,18
Contras,4367,18
Gen-Probe,4368,18
Lotus,4369,18
depending,4370,18
DPC,4371,18
rarely,4372,18
Economists,4373,18
unclear,4374,18
seasonal,4375,18
psychology,4376,18
Daily,4377,18
Wisconsin,4378,18
surface,4379,18
anywhere,4380,18
conflict,4381,18
giants,4382,18
high-tech,4383,18
impeachment,4384,18
campaigns,4385,18
tracks,4386,18
arranged,4387,18
posting,4388,18
Affairs,4389,18
carefully,4390,18
Buying,4391,18
victim,4392,18
kinds,4393,18
concessions,4394,18
investment-grade,4395,18
Nelson,4396,18
formally,4397,18
Per-share,4398,18
borrow,4399,18
Albert,4400,18
strategist,4401,18
Kentucky,4402,18
dozens,4403,18
absolutely,4404,18
distributor,4405,18
shipped,4406,18
baby,4407,18
persuade,4408,18
windows,4409,18
squeezed,4410,18
storm,4411,18
marked,4412,18
notion,4413,18
Day,4414,18
submit,4415,18
pregnant,4416,18
9.5,4417,18
Mills,4418,18
visible,4419,18
ITT,4420,18
Drabinsky,4421,18
lackluster,4422,18
Olivetti,4423,18
Mesa,4424,18
explanation,4425,18
evening,4426,18
Renaissance,4427,18
star,4428,18
male,4429,18
cyclical,4430,18
Results,4431,18
mix,4432,18
talked,4433,18
struggle,4434,18
discounts,4435,18
representative,4436,18
Mips,4437,18
Mather,4438,18
engines,4439,18
rolling,4440,18
path,4441,18
Nestle,4442,18
minute,4443,18
targeted,4444,18
benefited,4445,18
communities,4446,18
baskets,4447,18
FHA,4448,18
films,4449,18
stemming,4450,18
injured,4451,18
Cowboys,4452,18
Guard,4453,18
crack,4454,18
horse,4455,18
Morishita,4456,18
Channel,4457,18
dismissed,4458,18
enterprises,4459,18
sounds,4460,18
edged,4461,18
automobile,4462,18
employer,4463,18
upscale,4464,18
emotional,4465,18
repeatedly,4466,18
technologies,4467,18
tickets,4468,18
deciding,4469,18
Garcia,4470,18
Partnership,4471,18
PC,4472,18
announcing,4473,18
competitor,4474,18
Hitachi,4475,18
remember,4476,18
touch,4477,18
characters,4478,18
homeless,4479,18
5.9,4480,18
incurred,4481,18
Maine,4482,18
participating,4483,18
stolen,4484,18
Treasurys,4485,18
opponents,4486,18
Kemp,4487,18
Options,4488,18
sat,4489,18
Others,4490,18
8.45,4491,18
supercomputer,4492,18
aides,4493,18
ranks,4494,18
fend,4495,18
subsequent,4496,18
panic,4497,18
driven,4498,18
electricity,4499,18
creation,4500,18
Reebok,4501,18
Church,4502,18
periods,4503,18
Rouge,4504,18
Elsewhere,4505,18
Upham,4506,18
restated,4507,18
arms,4508,18
Frederick,4509,18
"250,000",4510,18
Dun,4511,18
owning,4512,18
Bradstreet,4513,18
Geneva,4514,18
unsuccessful,4515,18
bondholders,4516,18
danger,4517,18
objectives,4518,18
dominated,4519,18
surprisingly,4520,18
Municipal,4521,18
Avery,4522,18
ambitious,4523,18
explained,4524,18
Packwood,4525,18
cattle,4526,18
Disney,4527,18
Tokyu,4528,18
publish,4529,18
Integrated,4530,18
triple-A,4531,18
Protection,4532,18
Finland,4533,18
1973,4534,18
upset,4535,18
7.90,4536,18
contribution,4537,18
Grace,4538,18
crowd,4539,18
Rowe,4540,18
barrel,4541,18
Wathen,4542,18
conceded,4543,18
3.4,4544,17
Rock,4545,17
die,4546,17
62.5,4547,17
cent,4548,17
Harry,4549,17
bitter,4550,17
Investor,4551,17
Connaught,4552,17
happening,4553,17
historical,4554,17
Professional,4555,17
suburban,4556,17
explaining,4557,17
executed,4558,17
ski,4559,17
restrict,4560,17
Lines,4561,17
stages,4562,17
couples,4563,17
legislature,4564,17
coast,4565,17
Decker,4566,17
exact,4567,17
mid-October,4568,17
absence,4569,17
deficit-reduction,4570,17
subscribers,4571,17
bridges,4572,17
Art,4573,17
speak,4574,17
drawn,4575,17
Miss,4576,17
refund,4577,17
stuck,4578,17
Femina,4579,17
belief,4580,17
lunch,4581,17
190,4582,17
Della,4583,17
passenger,4584,17
"1,500",4585,17
Operating,4586,17
Kasparov,4587,17
Cable,4588,17
cool,4589,17
Antar,4590,17
Dingell,4591,17
congressman,4592,17
resorts,4593,17
advances,4594,17
Put,4595,17
basically,4596,17
engineered,4597,17
Anthony,4598,17
"25,000",4599,17
cigarette,4600,17
amounted,4601,17
strengthen,4602,17
sizable,4603,17
consolidated,4604,17
Armstrong,4605,17
slight,4606,17
diseases,4607,17
somewhere,4608,17
NATO,4609,17
Rosen,4610,17
cotton,4611,17
solution,4612,17
blocks,4613,17
arrived,4614,17
compound,4615,17
maturities,4616,17
Oppenheimer,4617,17
passengers,4618,17
user,4619,17
legitimate,4620,17
specifically,4621,17
transition,4622,17
array,4623,17
removed,4624,17
Alex,4625,17
Nearly,4626,17
Volokh,4627,17
repay,4628,17
8.55,4629,17
OF,4630,17
drilling,4631,17
insider,4632,17
0.1,4633,17
landing,4634,17
1960s,4635,17
researcher,4636,17
rely,4637,17
row,4638,17
Sometimes,4639,17
robust,4640,17
Mitsui,4641,17
backlog,4642,17
Solidarity,4643,17
liberal,4644,17
maturing,4645,17
broadly,4646,17
latter,4647,17
Benson,4648,17
liquor,4649,17
bullish,4650,17
Craig,4651,17
FUNDS,4652,17
Cineplex,4653,17
dream,4654,17
agenda,4655,17
investigations,4656,17
regarded,4657,17
77,4658,17
idle,4659,17
wood,4660,17
Hoffman,4661,17
broadcasting,4662,17
Plant,4663,17
Commercial,4664,17
Nobody,4665,17
Allen,4666,17
1975,4667,17
Director,4668,17
reaches,4669,17
promoting,4670,17
qualify,4671,17
vulnerable,4672,17
Hudson,4673,17
reacted,4674,17
Minpeco,4675,17
Farm,4676,17
Well,4677,17
mood,4678,17
Tele-Communications,4679,17
equities,4680,17
links,4681,17
completion,4682,17
Khmer,4683,17
financial-services,4684,17
violate,4685,17
Coniston,4686,17
interviewed,4687,17
Madison,4688,17
murder,4689,17
assist,4690,17
FTC,4691,17
ozone,4692,17
guilders,4693,17
Consumer,4694,17
surgery,4695,17
posts,4696,17
lowest,4697,17
compiled,4698,17
expires,4699,17
featuring,4700,17
overcome,4701,17
salary,4702,17
shelf,4703,17
enable,4704,17
green,4705,17
basketball,4706,17
emerged,4707,17
denies,4708,17
truly,4709,17
incest,4710,17
offsetting,4711,17
anyway,4712,17
summit,4713,17
tries,4714,17
functions,4715,17
gathering,4716,17
publication,4717,17
Mercury,4718,17
emissions,4719,17
Delicious,4720,17
debut,4721,17
pull,4722,17
drew,4723,17
predicts,4724,17
learning,4725,17
matched,4726,17
accommodate,4727,17
suffering,4728,17
articles,4729,17
rolled,4730,17
picking,4731,17
staffers,4732,17
entrepreneur,4733,17
Montreal,4734,17
Advanced,4735,17
Graphics,4736,17
clearance,4737,17
Southeast,4738,17
Asked,4739,17
violence,4740,17
understanding,4741,17
Nashua,4742,17
Eurocom,4743,17
ultimate,4744,17
dominant,4745,17
highs,4746,17
enhanced,4747,16
mines,4748,16
apples,4749,16
discussion,4750,16
wins,4751,16
publicity,4752,16
entering,4753,16
notably,4754,16
Members,4755,16
House-Senate,4756,16
favored,4757,16
slashed,4758,16
Orleans,4759,16
CS,4760,16
Issues,4761,16
Angeles-based,4762,16
setback,4763,16
losers,4764,16
Van,4765,16
Oklahoma,4766,16
bear,4767,16
assigned,4768,16
McDonough,4769,16
affecting,4770,16
Ashland,4771,16
counted,4772,16
ignored,4773,16
Dozen,4774,16
jail,4775,16
maintaining,4776,16
guys,4777,16
feature,4778,16
Quotron,4779,16
speculated,4780,16
animal,4781,16
useful,4782,16
studied,4783,16
Societe,4784,16
tested,4785,16
Gardens,4786,16
discontinued,4787,16
interstate,4788,16
wrongdoing,4789,16
Fresenius,4790,16
soaring,4791,16
crops,4792,16
seller,4793,16
hurricane,4794,16
Shevardnadze,4795,16
Ingersoll,4796,16
parking,4797,16
formula,4798,16
drivers,4799,16
Sports,4800,16
Colgate,4801,16
adjusters,4802,16
Filipino,4803,16
conducting,4804,16
colony,4805,16
perception,4806,16
Education,4807,16
responding,4808,16
high-quality,4809,16
dinner,4810,16
Richmond,4811,16
regime,4812,16
Short,4813,16
Greenville,4814,16
Arkansas,4815,16
NFL,4816,16
clearing,4817,16
unconstitutional,4818,16
cubic,4819,16
banning,4820,16
Advertising,4821,16
balloon,4822,16
born,4823,16
withdraw,4824,16
proper,4825,16
halted,4826,16
Stamford,4827,16
Christian,4828,16
Suisse,4829,16
D.T.,4830,16
steadily,4831,16
threatening,4832,16
mills,4833,16
pursuit,4834,16
negotiate,4835,16
flows,4836,16
calculations,4837,16
Harold,4838,16
code,4839,16
Toshiba,4840,16
advisory,4841,16
Alfred,4842,16
Straszheim,4843,16
satisfaction,4844,16
LBO,4845,16
God,4846,16
Seoul,4847,16
7.50,4848,16
assessment,4849,16
Area,4850,16
prominent,4851,16
opposite,4852,16
depends,4853,16
Amex,4854,16
Dataproducts,4855,16
excessive,4856,16
cheating,4857,16
moral,4858,16
NIH,4859,16
examination,4860,16
Independent,4861,16
impose,4862,16
Gold,4863,16
thousand,4864,16
decrease,4865,16
injuries,4866,16
Investments,4867,16
Bass,4868,16
Right,4869,16
Jerry,4870,16
perform,4871,16
falls,4872,16
requests,4873,16
motor,4874,16
neighborhoods,4875,16
sentence,4876,16
Dole,4877,16
routes,4878,16
physical,4879,16
Unless,4880,16
Procter,4881,16
techniques,4882,16
attracting,4883,16
Commodore,4884,16
protests,4885,16
recognition,4886,16
Giant,4887,16
earning,4888,16
Swedish,4889,16
coalition,4890,16
remainder,4891,16
pursuing,4892,16
MiniScribe,4893,16
drinking,4894,16
employed,4895,16
lately,4896,16
drove,4897,16
respect,4898,16
skills,4899,16
investigators,4900,16
tougher,4901,16
Hughes,4902,16
Reynolds,4903,16
designs,4904,16
suggestions,4905,16
grounds,4906,16
106,4907,16
year-end,4908,16
PCs,4909,16
registration,4910,16
N.J,4911,16
mountain,4912,16
Chandler,4913,16
longstanding,4914,16
Levine,4915,16
sixth,4916,16
solve,4917,16
diminished,4918,16
Daly,4919,16
abortion-rights,4920,16
rejection,4921,16
stemmed,4922,16
wealth,4923,16
1969,4924,16
Weisfield,4925,16
specify,4926,16
Provigo,4927,16
suddenly,4928,16
hybrid,4929,16
creditor,4930,16
brother,4931,16
shared,4932,16
therefore,4933,16
87,4934,16
four-year,4935,16
combine,4936,16
Galileo,4937,16
cargo,4938,16
Alaska,4939,16
routine,4940,16
Milan,4941,16
extension,4942,16
Stockholm,4943,16
golf,4944,16
Gamble,4945,16
Prudential,4946,16
Azoff,4947,16
cocoa,4948,16
6.6,4949,16
establishment,4950,16
Kingdom,4951,16
Previously,4952,16
NSC,4953,16
quit,4954,16
Anheuser,4955,16
integration,4956,16
defaults,4957,16
Coke,4958,16
misleading,4959,16
Finnish,4960,16
skeptical,4961,16
Indian,4962,16
regions,4963,16
ignore,4964,16
76,4965,16
obligations,4966,16
desk,4967,16
Mexican,4968,16
Xerox,4969,16
successfully,4970,16
bottle,4971,16
components,4972,16
"6,000",4973,16
loose,4974,16
blocking,4975,16
wines,4976,16
striking,4977,16
female,4978,16
harvest,4979,16
fares,4980,16
regulator,4981,15
saving,4982,15
Sacramento,4983,15
choices,4984,15
drawing,4985,15
Rochester,4986,15
Zurich,4987,15
petrochemical,4988,15
odd,4989,15
Voice,4990,15
influential,4991,15
empire,4992,15
fines,4993,15
Nor,4994,15
Following,4995,15
clothing,4996,15
contended,4997,15
rubles,4998,15
Field,4999,15
wars,5000,15
earthquakes,5001,15
1977,5002,15
Unocal,5003,15
trimmed,5004,15
interbank,5005,15
Pioneer,5006,15
promotional,5007,15
adults,5008,15
NL,5009,15
bureaucracy,5010,15
imminent,5011,15
obviously,5012,15
Skase,5013,15
Manila,5014,15
clean,5015,15
Coca-Cola,5016,15
1.125,5017,15
270,5018,15
subjects,5019,15
86,5020,15
Acceptance,5021,15
alive,5022,15
feed,5023,15
Mancuso,5024,15
absorb,5025,15
Norfolk,5026,15
5.8,5027,15
intend,5028,15
fat,5029,15
Don,5030,15
reduces,5031,15
prosecutor,5032,15
recommendations,5033,15
publications,5034,15
enjoy,5035,15
emerge,5036,15
connected,5037,15
tremendous,5038,15
tasks,5039,15
drink,5040,15
restructured,5041,15
chances,5042,15
constantly,5043,15
compare,5044,15
Excluding,5045,15
AZT,5046,15
throw,5047,15
properly,5048,15
Bogart,5049,15
designer,5050,15
equaling,5051,15
seeds,5052,15
protest,5053,15
Deutsche,5054,15
band,5055,15
feared,5056,15
Cincinnati,5057,15
roads,5058,15
Philippine,5059,15
challenges,5060,15
Oregon,5061,15
knocked,5062,15
signals,5063,15
Andersson,5064,15
Leader,5065,15
Where,5066,15
anymore,5067,15
pills,5068,15
afraid,5069,15
army,5070,15
unprecedented,5071,15
definition,5072,15
Tower,5073,15
counterparts,5074,15
Ward,5075,15
tire,5076,15
dialogue,5077,15
covert,5078,15
Contel,5079,15
Whitten,5080,15
insiders,5081,15
Herald,5082,15
invited,5083,15
Hearst,5084,15
Let,5085,15
tax-exempt,5086,15
solely,5087,15
IMA,5088,15
spoke,5089,15
jet,5090,15
apartheid,5091,15
Rose,5092,15
aspect,5093,15
Bancorp,5094,15
illegally,5095,15
displays,5096,15
RU-486,5097,15
tourism,5098,15
Minnesota,5099,15
magnetic,5100,15
Holiday,5101,15
perfectly,5102,15
smoke,5103,15
Steinberg,5104,15
refinancing,5105,15
De,5106,15
sparked,5107,15
Back,5108,15
Having,5109,15
launching,5110,15
drought,5111,15
bias,5112,15
None,5113,15
column,5114,15
wider,5115,15
Nicaraguan,5116,15
Larry,5117,15
radiation,5118,15
1.50,5119,15
protesters,5120,15
heating,5121,15
arrest,5122,15
deterioration,5123,15
yielding,5124,15
eat,5125,15
Egg,5126,15
ally,5127,15
billing,5128,15
marketers,5129,15
conclusion,5130,15
specializes,5131,15
consolidation,5132,15
Safety,5133,15
mention,5134,15
defined,5135,15
Agnelli,5136,15
Yamaichi,5137,15
tourist,5138,15
barred,5139,15
2000,5140,15
Take,5141,15
Crane,5142,15
comedy,5143,15
forest,5144,15
StatesWest,5145,15
sweetened,5146,15
Dell,5147,15
Dentsu,5148,15
Memories,5149,15
salaries,5150,15
preference,5151,15
conversations,5152,15
tanks,5153,15
indicator,5154,15
welcome,5155,15
Interpublic,5156,15
box,5157,15
100-share,5158,15
serves,5159,15
detail,5160,15
Television,5161,15
1996,5162,15
Israeli,5163,15
Upjohn,5164,15
airport,5165,15
Sugarman,5166,15
wire,5167,15
cope,5168,15
consortium,5169,15
College,5170,15
visited,5171,15
structured,5172,15
suitor,5173,15
reject,5174,15
stretch,5175,15
patient,5176,15
creates,5177,15
Gillett,5178,15
Denver,5179,15
Utilities,5180,15
Gould,5181,15
suggesting,5182,15
RTC,5183,15
intention,5184,15
confusion,5185,15
symbol,5186,15
climb,5187,15
doubts,5188,15
Bernstein,5189,15
select,5190,15
pressing,5191,15
clause,5192,15
Seidman,5193,15
Ky.,5194,15
presidents,5195,15
refunding,5196,15
Gramm-Rudman,5197,15
FCC,5198,15
repurchase,5199,15
heading,5200,15
nearby,5201,15
signing,5202,15
rain,5203,15
settlements,5204,15
redeem,5205,15
loan-loss,5206,15
Hartford,5207,15
Human,5208,15
topic,5209,15
2.25,5210,15
string,5211,15
Guber-Peters,5212,15
stems,5213,15
meantime,5214,15
disputes,5215,15
exception,5216,15
treasury,5217,15
commuters,5218,15
seize,5219,15
Bennett,5220,15
wear,5221,15
strict,5222,15
1971,5223,15
equally,5224,15
Recently,5225,15
seven-day,5226,14
screens,5227,14
aims,5228,14
crunch,5229,14
Taylor,5230,14
passing,5231,14
4.9,5232,14
fundamentals,5233,14
Heritage,5234,14
Chevrolet,5235,14
improving,5236,14
Ratners,5237,14
occasionally,5238,14
bugs,5239,14
affair,5240,14
chunk,5241,14
text,5242,14
Five,5243,14
persistent,5244,14
Asset,5245,14
dubbed,5246,14
dry,5247,14
actively,5248,14
manufacture,5249,14
private-sector,5250,14
'S,5251,14
pictures,5252,14
7.875,5253,14
north,5254,14
107,5255,14
Consolidated,5256,14
accompanied,5257,14
I.,5258,14
lobbying,5259,14
witness,5260,14
Nippon,5261,14
alleges,5262,14
listing,5263,14
perestroika,5264,14
comprehensive,5265,14
receives,5266,14
Cancer,5267,14
outcry,5268,14
acknowledges,5269,14
tissue,5270,14
forfeiture,5271,14
insulin,5272,14
Marvin,5273,14
Norman,5274,14
asserted,5275,14
shock,5276,14
knowledge,5277,14
Vermont,5278,14
AB,5279,14
fifth,5280,14
savings-and-loan,5281,14
capable,5282,14
Early,5283,14
Everyone,5284,14
bourbon,5285,14
Anderson,5286,14
scrutiny,5287,14
mandatory,5288,14
listen,5289,14
Saks,5290,14
genuine,5291,14
anticipates,5292,14
careful,5293,14
growers,5294,14
error,5295,14
Majority,5296,14
crowded,5297,14
EDT,5298,14
interim,5299,14
negotiators,5300,14
Murray,5301,14
sheets,5302,14
drain,5303,14
initiatives,5304,14
Showtime,5305,14
Yale,5306,14
stockholders,5307,14
mere,5308,14
immune,5309,14
defendant,5310,14
Helmsley,5311,14
Stevens,5312,14
instructions,5313,14
issuers,5314,14
prolonged,5315,14
Better,5316,14
reverse,5317,14
consists,5318,14
Carlos,5319,14
animals,5320,14
deeply,5321,14
lucky,5322,14
pregnancy,5323,14
disobedience,5324,14
Whittle,5325,14
Rican,5326,14
routinely,5327,14
4.25,5328,14
furniture,5329,14
pitch,5330,14
rice,5331,14
survival,5332,14
Land,5333,14
sooner,5334,14
Conn,5335,14
6.3,5336,14
automatically,5337,14
recall,5338,14
demonstrations,5339,14
Arnold,5340,14
Springs,5341,14
93,5342,14
Hawaii,5343,14
chose,5344,14
Joe,5345,14
Aviation,5346,14
reviewing,5347,14
confrontation,5348,14
evident,5349,14
fought,5350,14
throwing,5351,14
Specialized,5352,14
Illuminating,5353,14
81,5354,14
dissident,5355,14
McDuffie,5356,14
Lang,5357,14
avoided,5358,14
freeway,5359,14
dark,5360,14
knight,5361,14
Private,5362,14
TVS,5363,14
glasnost,5364,14
Squibb,5365,14
Typical,5366,14
refuse,5367,14
attempted,5368,14
grows,5369,14
slip,5370,14
MTM,5371,14
disagree,5372,14
receivables,5373,14
likes,5374,14
farms,5375,14
combat,5376,14
arrested,5377,14
mission,5378,14
small-business,5379,14
Inco,5380,14
Building,5381,14
politically,5382,14
settling,5383,14
Toronto-based,5384,14
agreeing,5385,14
6.4,5386,14
190-point,5387,14
quotes,5388,14
historically,5389,14
promising,5390,14
entities,5391,14
Learning,5392,14
passage,5393,14
unexpected,5394,14
booming,5395,14
Cabrera,5396,14
artist,5397,14
reveal,5398,14
accrued,5399,14
households,5400,14
informal,5401,14
Individual,5402,14
desert,5403,14
Northwest,5404,14
strain,5405,14
probe,5406,14
Guzman,5407,14
actor,5408,14
percent,5409,14
Monetary,5410,14
Hotel,5411,14
Dodge,5412,14
Notes,5413,14
Travelers,5414,14
architecture,5415,14
expiration,5416,14
nonetheless,5417,14
movements,5418,14
aim,5419,14
narrowed,5420,14
agricultural,5421,14
Laff,5422,14
Chicago-based,5423,14
near-term,5424,14
Brewing,5425,14
0.25,5426,14
Records,5427,14
presidency,5428,14
13.8,5429,14
postponed,5430,14
6.79,5431,14
outlays,5432,14
Rich,5433,14
writes,5434,14
Order,5435,14
steelmaker,5436,14
distribute,5437,14
instrument,5438,14
affidavit,5439,14
Pan,5440,14
proposing,5441,14
Unilever,5442,14
troops,5443,14
111,5444,14
Bates,5445,14
Boyd,5446,14
Backer,5447,14
preserve,5448,14
gambling,5449,14
Reliance,5450,14
item,5451,14
keeps,5452,14
territory,5453,14
revolution,5454,14
lived,5455,14
jewelry,5456,14
bidder,5457,14
87.5,5458,14
science,5459,14
HomeFed,5460,14
Merieux,5461,14
letting,5462,14
sites,5463,14
tenure,5464,14
signaled,5465,14
2.50,5466,14
Ad,5467,14
consisting,5468,14
stick,5469,14
withdrew,5470,14
apiece,5471,14
granted,5472,14
appearance,5473,14
Fort,5474,14
handed,5475,14
camera,5476,14
oversees,5477,14
foundation,5478,14
Overall,5479,14
Silicon,5480,14
pop,5481,14
Heavy,5482,14
breaks,5483,14
excellent,5484,14
ranges,5485,14
rough,5486,14
Robertson,5487,14
Temple,5488,14
Charlotte,5489,14
considers,5490,14
classic,5491,14
intervention,5492,14
procedure,5493,14
beneficiaries,5494,14
79,5495,14
inches,5496,14
Pinnacle,5497,14
vans,5498,14
Jose,5499,14
Whatever,5500,14
Diego,5501,14
commercials,5502,14
function,5503,14
thanks,5504,14
bright,5505,14
adverse,5506,14
shed,5507,14
supports,5508,14
refining,5509,14
targeting,5510,14
atmosphere,5511,14
warm,5512,14
expertise,5513,14
performing,5514,14
Free,5515,14
poorly,5516,14
tuition,5517,14
urge,5518,14
returning,5519,14
errors,5520,14
popularity,5521,14
Brazilian,5522,14
locations,5523,14
scientist,5524,14
Wellington,5525,14
casting,5526,13
sister,5527,13
regardless,5528,13
weaken,5529,13
Peck,5530,13
Space,5531,13
engage,5532,13
privatization,5533,13
1950s,5534,13
tables,5535,13
recording,5536,13
Schwarz,5537,13
felony,5538,13
lesson,5539,13
Seattle,5540,13
liquidation,5541,13
indexing,5542,13
wearing,5543,13
acted,5544,13
reward,5545,13
superior,5546,13
Gray,5547,13
Stoll,5548,13
N.V.,5549,13
withdrawn,5550,13
kronor,5551,13
interviews,5552,13
Caribbean,5553,13
spirit,5554,13
native,5555,13
talent,5556,13
notice,5557,13
shore,5558,13
Quantum,5559,13
filling,5560,13
midst,5561,13
hampered,5562,13
observed,5563,13
deeper,5564,13
border,5565,13
Barry,5566,13
cross,5567,13
conflicts,5568,13
Blumenfeld,5569,13
Peterson,5570,13
assured,5571,13
steam,5572,13
rebounded,5573,13
Mutual,5574,13
borrowings,5575,13
Neal,5576,13
cholesterol,5577,13
Murphy,5578,13
fate,5579,13
Federated,5580,13
Antonio,5581,13
defeat,5582,13
Jon,5583,13
Income,5584,13
96,5585,13
Palestinian,5586,13
unspecified,5587,13
retiring,5588,13
2.85,5589,13
appealed,5590,13
contracted,5591,13
boosts,5592,13
courtroom,5593,13
laid,5594,13
liquid,5595,13
Terry,5596,13
sum,5597,13
sessions,5598,13
phenomenon,5599,13
Meridian,5600,13
Midland,5601,13
Bernard,5602,13
Kraft,5603,13
shake,5604,13
non-violent,5605,13
Consider,5606,13
Microsoft,5607,13
lows,5608,13
full-year,5609,13
practical,5610,13
entity,5611,13
scared,5612,13
Greenwich,5613,13
arrangements,5614,13
rises,5615,13
Value,5616,13
unnecessary,5617,13
Using,5618,13
Humana,5619,13
lay,5620,13
altogether,5621,13
enacted,5622,13
remarkable,5623,13
Relations,5624,13
Dan,5625,13
restored,5626,13
Quebec,5627,13
anxiety,5628,13
interpreted,5629,13
wary,5630,13
NBI,5631,13
Title,5632,13
winner,5633,13
consistent,5634,13
waited,5635,13
administrator,5636,13
obtaining,5637,13
raider,5638,13
theater,5639,13
bargain,5640,13
attendants,5641,13
Contra,5642,13
warns,5643,13
Internal,5644,13
sponsor,5645,13
warnings,5646,13
Magazine,5647,13
eating,5648,13
barrier,5649,13
lying,5650,13
wells,5651,13
145,5652,13
Ramada,5653,13
hedge,5654,13
Europeans,5655,13
Teddy,5656,13
drag,5657,13
brothers,5658,13
Mazda,5659,13
K.,5660,13
Long,5661,13
drama,5662,13
excuse,5663,13
operated,5664,13
Personal,5665,13
Fournier,5666,13
fibers,5667,13
multiple,5668,13
slated,5669,13
Roderick,5670,13
Reserves,5671,13
Worth,5672,13
businessman,5673,13
acceptable,5674,13
surely,5675,13
LIBOR,5676,13
breach,5677,13
toxin,5678,13
assumes,5679,13
Gillette,5680,13
guess,5681,13
stabilize,5682,13
proceed,5683,13
collect,5684,13
"150,000",5685,13
mess,5686,13
7.2,5687,13
reactions,5688,13
impending,5689,13
sport,5690,13
Along,5691,13
conversation,5692,13
Activity,5693,13
McGraw-Hill,5694,13
nominal,5695,13
4.3,5696,13
issuance,5697,13
Sotheby,5698,13
derivative,5699,13
Penney,5700,13
computing,5701,13
exercisable,5702,13
holiday,5703,13
gauge,5704,13
removing,5705,13
5.4,5706,13
Irving,5707,13
Boesky,5708,13
method,5709,13
challenging,5710,13
Enterprises,5711,13
constant,5712,13
0.9,5713,13
half-hour,5714,13
journalists,5715,13
incident,5716,13
Scoring,5717,13
bushel,5718,13
commissioner,5719,13
proceeding,5720,13
industrywide,5721,13
pride,5722,13
Elizabeth,5723,13
Taipei,5724,13
Conference,5725,13
issuing,5726,13
catalog,5727,13
entrepreneurs,5728,13
Cambridge,5729,13
fancy,5730,13
taste,5731,13
destroy,5732,13
authors,5733,13
platinum,5734,13
Funding,5735,13
wind,5736,13
sank,5737,13
shoes,5738,13
Car,5739,13
manufactured,5740,13
payroll,5741,13
favors,5742,13
beneficial,5743,13
Eli,5744,13
depository,5745,13
delegation,5746,13
patents,5747,13
anxious,5748,13
steelmakers,5749,13
affluent,5750,13
Renault,5751,13
alcohol,5752,13
upper,5753,13
underwriting,5754,13
stiff,5755,13
O'Kicki,5756,13
88,5757,13
copyright,5758,13
publishes,5759,13
interpretation,5760,13
Iran-Contra,5761,13
promptly,5762,13
winners,5763,13
adjust,5764,13
appliances,5765,13
predecessor,5766,13
Agnos,5767,13
taught,5768,13
questioned,5769,13
Carter,5770,13
announcements,5771,13
2004,5772,13
writers,5773,13
overhead,5774,13
EPA,5775,13
Tenn.,5776,13
Similarly,5777,13
Exterior,5778,13
marketed,5779,13
Courtaulds,5780,13
justify,5781,13
switched,5782,13
Parker,5783,13
hotels,5784,13
bears,5785,13
corner,5786,13
Petrie,5787,13
deregulation,5788,13
expired,5789,13
Carbide,5790,13
repairs,5791,13
prosecution,5792,13
quietly,5793,13
quantities,5794,13
comic,5795,13
widened,5796,13
diabetics,5797,13
mortgage-backed,5798,13
Random,5799,13
Deposit,5800,13
snapped,5801,13
Orkem,5802,13
Merksamer,5803,13
Year,5804,13
quotas,5805,13
Norton,5806,13
Kravis,5807,13
disputed,5808,13
1998,5809,13
cultural,5810,13
Square,5811,13
demanding,5812,13
Genentech,5813,13
pulling,5814,13
understood,5815,13
contains,5816,13
Club,5817,13
PWA,5818,13
tendered,5819,12
sidelines,5820,12
mount,5821,12
Representatives,5822,12
homeowners,5823,12
Andrew,5824,12
Darman,5825,12
Mirage,5826,12
borough,5827,12
inclined,5828,12
index-arbitrage,5829,12
Trans,5830,12
J.C.,5831,12
K,5832,12
ideal,5833,12
picks,5834,12
5.6,5835,12
fishing,5836,12
franc,5837,12
trees,5838,12
Allied,5839,12
transfers,5840,12
missed,5841,12
boasts,5842,12
